season,week,away_team,home_team,home_win,edge_qb,edge_offense,edge_defense,edge_trenches,edge_injuries,edge_market,edge_turnovers,edge_form,edge_situational,edge_matchup,edge_coaching,home_win_probability_ml,ml_pick,actual_winner,correct,ml_win_probability,backtest_probability,models_agree_backtest,confidence_score_backtest,confidence_tier_backtest,backtest_correct
2025,2,NE,MIA,0,-0.3878610198230583,-0.0503623277050761,0.1009041191287923,-0.0157306868861212,0.0,0.0,-0.1163583059469174,-1.9074830157185256,0.75,-0.1512664468338684,0.0,0.4907594028931023,NE,NE,1,0.5092405971068976,0.5092405971068976,False,51,PASS,1
2025,2,SF,NO,0,-0.6081181006810805,-0.9531004714262972,-0.8689391465131753,-0.1257014958899238,0.0,0.0,-0.1824354302043241,-1.5409746540583829,0.75,-0.0841613249131219,0.0,0.4344369868841405,SF,SF,1,0.5655630131158595,0.5655630131158595,False,57,LOW,1
2025,2,BUF,NYJ,0,-0.2776663372876271,-1.3901521955609637,0.0120898176709868,-0.1588583871348825,0.0,0.0,-0.0832999011862881,-0.2301146350851945,0.75,-1.4022420132319506,0.0,0.45340856978776,BUF,BUF,1,0.54659143021224,0.54659143021224,False,55,PASS,1
2025,2,SEA,PIT,0,0.3758833040899008,0.952620937138763,-1.031324704102886,-0.7786842455278409,0.0,0.0,0.1127649912269702,4.357268106760853,0.75,1.9839456412416487,0.0,0.5673747696549025,PIT,SEA,0,0.5673747696549025,0.5673747696549025,False,57,LOW,0
2025,2,LAR,TEN,0,-1.1845451041870598,-2.514437902657898,0.1148985541396276,-1.171011901651318,0.0,0.0,-0.3553635312561179,-3.7190308295192342,0.75,-2.629336456797525,0.0,0.2584884572698359,LAR,LAR,1,0.7415115427301642,0.7415115427301642,False,74,STRONG,1
2025,2,CAR,ARI,1,0.4933073853359402,1.3128826350616611,1.6929027792935265,1.1435712844634334,0.0,0.0,0.147992215600782,3.003688744646458,0.75,-0.3800201442318652,0.0,0.7568066653671421,ARI,ARI,1,0.7568066653671421,0.7568066653671421,False,76,ELITE,1
2025,2,DEN,IND,1,0.6420842599760959,0.2385323994517323,-1.761143456291749,-0.7327478595851699,0.0,0.0,0.1926252779928287,4.124728945462909,0.75,1.9996758557434813,0.0,0.5292895241985669,IND,IND,1,0.5292895241985669,0.5292895241985669,False,53,PASS,1
2025,2,PHI,KC,0,-0.2993523528756974,-0.5174775521397686,-1.9864968374087824,-0.9240406286202812,0.0,0.0,-0.0898057058627092,0.5478816155821126,0.6071428571428572,1.4690192852690145,0.0,0.3928769094028409,PHI,PHI,1,0.6071230905971591,0.6071230905971591,False,61,MEDIUM,1
2025,2,ATL,MIN,0,0.5204982503074582,-0.4859910657288852,1.1567724857472643,-0.2787658691276173,0.0,0.0,0.1561494750922374,-2.319948973183078,0.6071428571428572,-1.6427635514761498,0.0,0.4516913166033849,ATL,ATL,1,0.5483086833966151,0.5483086833966151,False,55,PASS,1
2025,2,TB,HOU,0,-1.0295341096050403,-2.526357782660247,0.1331755449456705,-0.7153525132370092,0.0,0.0,-0.3088602328815121,-2.464325208938245,0.75,-2.6595333276059168,0.0,0.3149975769007251,TB,TB,1,0.6850024230992748,0.6850024230992748,False,69,STRONG,1
2025,2,LAC,LV,0,-0.4478228892144118,-1.3870095949367074,0.9446129932800912,-0.3252298863167274,0.0,0.0,-0.1343468667643235,-2.0540526945476976,0.4642857142857143,-2.3316225882167982,0.0,0.3971124672355652,LAC,LAC,1,0.6028875327644347,0.6028875327644347,False,60,MEDIUM,1
2025,3,MIA,BUF,1,0.5350807006446092,1.8648503007971289,0.7475434455662866,0.3576151201474931,0.0,0.0,0.1605242101933827,2.5985514155597254,0.75,1.1173068552308425,0.0,0.6976302273063045,BUF,BUF,1,0.6976302273063045,0.6976302273063045,False,70,STRONG,1
2025,3,ATL,CAR,1,-0.1722532896275708,-0.0932132956966263,-1.801446517163968,-1.258409208247946,0.0,0.0,-0.0516759868882712,-1.5056898680438229,0.75,1.7082332214673417,0.0,0.3541292439388893,ATL,CAR,0,0.6458707560611108,0.6458707560611108,False,65,MEDIUM,0
2025,3,GB,CLE,1,-2.324707743294991,-3.40662031612786,-1.375810228454442,-1.080151057174728,0.0,0.0,-0.6974123229884973,-3.374005290238302,0.3214285714285714,-2.030810087673418,0.0,0.2022298064332308,GB,CLE,0,0.7977701935667691,0.7977701935667691,False,80,ELITE,0
2025,3,HOU,JAX,1,-0.1071020354457097,0.9842224449079406,-0.3705410580995996,0.494557333525763,0.0,0.0,-0.0321306106337129,2.2158983314716534,0.8928571428571428,1.3547635030075402,0.0,0.6611600809735105,JAX,JAX,1,0.6611600809735105,0.6611600809735105,False,66,MEDIUM,1
2025,3,CIN,MIN,1,0.0774543936944582,-1.2920262244572072,0.5425722039407762,-0.0753567792046661,0.0,0.0,0.0232363181083374,-2.5553843095830358,0.75,-1.834598428397984,0.0,0.431231011384721,CIN,MIN,0,0.568768988615279,0.568768988615279,False,57,LOW,0
2025,3,PIT,NE,0,0.2628506770383252,0.8676474646293678,-0.108083742957559,0.8485646107916828,0.0,0.0,0.0788552031114975,1.4217905236321933,0.75,0.9757312075869268,0.0,0.671032615342924,NE,PIT,0,0.671032615342924,0.671032615342924,False,67,STRONG,0
2025,3,LAR,PHI,1,-0.8620246770802136,0.0496851543724465,1.0523916238485893,0.1115208528905831,0.0,0.0,-0.258607403124064,-0.7434993591256507,0.75,-1.002706469476143,0.0,0.5403267428148728,PHI,PHI,1,0.5403267428148728,0.5403267428148728,False,54,PASS,1
2025,3,NYJ,TB,1,0.3519021369525128,1.691508802049893,1.8734565785404549,1.008367153854384,0.0,0.0,0.1055706410857538,1.660133188956151,0.6071428571428572,-0.1819477764905617,0.0,0.7331209254845952,TB,TB,1,0.7331209254845952,0.7331209254845952,False,73,STRONG,1
2025,3,IND,TEN,0,-0.7827907165660637,-1.8436632507839597,-0.6584103906484384,-1.0021445672288931,0.0,0.0,-0.2348372149698191,-4.743492105692664,0.75,-1.185252860135521,0.0,0.2707564675100875,IND,IND,1,0.7292435324899125,0.7292435324899125,False,73,STRONG,1
2025,3,LV,WAS,1,0.1936974143563343,1.227116478380197,0.0195670393843638,0.7139812663641654,0.0,0.0,0.0581092243069003,1.5028410955800895,1.3214285714285714,1.2075494389958332,0.0,0.7076052040093702,WAS,WAS,1,0.7076052040093702,0.7076052040093702,False,71,STRONG,1
2025,3,DEN,LAC,1,0.5254315295213825,-0.1509612911723171,-1.0031927356810448,-0.2633702062536058,0.0,0.0,0.1576294588564147,1.2794992039839177,0.6071428571428572,0.8522314445087278,0.0,0.5046643171532782,LAC,LAC,1,0.5046643171532782,0.5046643171532782,False,50,PASS,1
2025,3,NO,SEA,1,0.2904284821771372,0.1866704183752798,1.2493516285837296,0.6274814738713963,0.0,0.0,0.0871285446531411,-0.3580300377691512,0.75,-1.0626812102084495,0.0,0.6124277413917525,SEA,SEA,1,0.6124277413917525,0.6124277413917525,False,61,MEDIUM,1
2025,3,DAL,CHI,1,-0.1972433922900114,-0.5721525396933456,-0.3006327842923936,-0.5780803654165523,0.0,0.0,-0.0591730176870034,-2.031643199988691,0.75,-0.2715197554009518,0.0,0.4086881319905009,DAL,CHI,0,0.5913118680094991,0.5913118680094991,False,59,LOW,0
2025,3,ARI,SF,1,0.1915237691037923,-0.6488488271930393,-0.2250694152776935,-0.1483108125181392,0.0,0.0,0.0574571307311376,-0.0537800348984313,0.75,-0.4237794119153455,0.0,0.4881151878370509,ARI,SF,0,0.5118848121629491,0.5118848121629491,False,51,PASS,0
2025,3,KC,NYG,0,0.0675435893032982,-1.3512332789111188,-0.1807069547707109,-0.4307296335547012,0.0,0.0,0.0202630767909894,-0.4969288231695473,0.75,-1.170526324140408,0.0,0.4235167673761648,KC,KC,1,0.5764832326238352,0.5764832326238352,False,58,LOW,1
2025,3,DET,BAL,0,0.2113543127567698,0.1154457419311755,1.312266775572758,-0.1455478353496886,0.0,0.0,0.0634062938270309,0.8169755111106286,0.75,-1.196821033641582,0.0,0.5592435772043862,BAL,DET,0,0.5592435772043862,0.5592435772043862,False,56,LOW,0
2025,4,SEA,ARI,0,-1.1194142066300836,0.8275515382707804,-0.3759503457735444,-0.597893753236875,0.0,0.0,-0.3358242619890251,0.6997082024373993,0.75,1.2035018840443248,0.0,0.5088962776870481,ARI,SEA,0,0.5088962776870481,0.5088962776870481,False,51,PASS,0
2025,4,MIN,PIT,1,-0.1520449994422374,0.612574856029303,-2.570673076466162,-1.1730205148477124,0.0,0.0,-0.0456134998326712,1.4914905427552134,0.75,3.183247932495465,0.0,0.4343090957825102,MIN,PIT,0,0.5656909042174898,0.5656909042174898,False,57,LOW,0
2025,4,WAS,ATL,1,-0.7916248512445523,-1.6000934583893296,0.5321934461646751,-0.5962764302181611,0.0,0.0,-0.2374874553733656,-2.0539393487714697,0.75,-2.1322869045540047,0.0,0.3738560702209402,WAS,ATL,0,0.6261439297790597,0.6261439297790597,False,63,MEDIUM,0
2025,4,NO,BUF,1,0.967655577464206,2.99008994826904,0.5070707744409738,0.9804782638353976,0.0,0.0,0.2902966732392618,3.162418928819939,1.1785714285714286,2.4830191738280663,0.0,0.8051843352590387,BUF,BUF,1,0.8051843352590387,0.8051843352590387,False,81,ELITE,1
2025,4,CLE,DET,1,2.3554375138873738,4.179212608975222,-0.300020683126627,1.4522167397331236,0.0,0.0,0.7066312541662121,4.015940310473149,0.6071428571428572,4.479233292101849,0.0,0.8460139521133091,DET,DET,1,0.8460139521133091,0.8460139521133091,False,85,ELITE,1
2025,4,TEN,HOU,1,0.4300213239211174,0.6773449896147233,1.924301815190072,0.3800510433622583,0.0,0.0,0.1290063971763352,1.005966840808924,0.75,-1.2469568255753487,0.0,0.6437177050433849,HOU,HOU,1,0.6437177050433849,0.6437177050433849,False,64,MEDIUM,1
2025,4,CAR,NE,1,0.9964539161423748,0.6321854491085727,-0.3637686694816209,0.2525273937893535,0.0,0.0,0.2989361748427124,1.3466043363027982,0.75,0.9959541185901936,0.0,0.6087464817784313,NE,NE,1,0.6087464817784313,0.6087464817784313,False,61,MEDIUM,1
2025,4,LAC,NYG,1,-1.020207192048232,-1.769810506724517,-1.8347348700607469,-1.7591775784084118,0.0,0.0,-0.3060621576144696,-1.7676622632188792,0.75,0.0649243633362298,0.0,0.2463512751836285,LAC,NYG,0,0.7536487248163715,0.7536487248163715,False,75,ELITE,0
2025,4,PHI,TB,0,0.4542916002817083,0.256138197456843,0.0402636917085606,-0.0174952533237188,0.0,0.0,0.1362874800845125,0.3111723571948503,0.75,0.2158745057482822,0.0,0.5508127654619636,TB,PHI,0,0.5508127654619636,0.5508127654619636,False,55,LOW,0
2025,4,IND,LAR,1,-0.4366513057657366,-0.7806487005951832,-0.1167707444184432,0.0223096581561943,0.0,0.0,-0.130995391729721,-1.7938955713126614,0.75,-0.66387795617674,0.0,0.4629613108603241,IND,LAR,0,0.5370386891396759,0.5370386891396759,False,54,PASS,0
2025,4,JAX,SF,0,0.792560518037424,0.2313841823848811,-0.334486902383857,-0.0493248683108166,0.0,0.0,0.2377681554112272,0.0761077454038386,0.75,0.5658710847687382,0.0,0.5390847590388685,SF,JAX,0,0.5390847590388685,0.5390847590388685,False,54,PASS,0
2025,4,BAL,KC,1,-2.0255826634495624,-1.3051631128050896,0.0543044574703165,-0.2503798809104374,0.0,0.0,-0.6076747990348687,-1.158460593713813,0.8928571428571428,-1.359467570275406,0.0,0.428568382595586,BAL,KC,0,0.5714316174044141,0.5714316174044141,False,57,LOW,0
2025,4,CHI,LV,0,-0.3051327423712742,-0.7151869890569923,0.3273067486254864,0.1894144929979346,0.0,0.0,-0.0915398227113822,-0.9886232017552768,0.75,-1.0424937376824783,0.0,0.5047756940998762,LV,CHI,0,0.5047756940998762,0.5047756940998762,False,50,PASS,0
2025,4,NYJ,MIA,1,-0.3598327525414606,0.711977735468621,-0.7509538188326562,-0.5392177976635254,0.0,0.0,-0.1079498257624381,0.7835364784079724,1.1785714285714286,1.4629315543012773,0.0,0.5395204945532805,MIA,MIA,1,0.5395204945532805,0.5395204945532805,False,54,PASS,1
2025,4,CIN,DEN,1,0.3759717042670489,2.192253868005688,1.5698356083024116,0.7738335414848996,0.0,0.0,0.1127915112801146,3.00397799207207,0.75,0.6224182597032768,0.0,0.7552679398279551,DEN,DEN,1,0.7552679398279551,0.7552679398279551,False,76,ELITE,1
2025,5,SF,LAR,0,0.4500682575297023,0.8656360593312296,0.2016181351154659,0.400977190841072,0.0,0.0,0.1350204772589107,0.7906763485895474,0.75,0.6640179242157637,0.0,0.6256337810283604,LAR,SF,0,0.6256337810283604,0.6256337810283604,False,63,MEDIUM,0
2025,5,MIN,CLE,0,-1.3398952221371752,-1.4300009640658249,-1.0464551727231468,-0.7512188876821478,0.0,0.0,-0.4019685666411525,-0.917767313958222,0.75,-0.383545791342678,0.0,0.3617431874092722,MIN,MIN,1,0.6382568125907278,0.6382568125907278,False,64,MEDIUM,1
2025,5,HOU,BAL,0,1.5032415778433568,2.245786577398448,-1.3784171527116411,0.659799772165024,0.0,0.0,0.450972473353007,1.9275359898181377,0.75,3.624203730110089,0.0,0.7039631386188911,BAL,HOU,0,0.7039631386188911,0.7039631386188911,False,70,STRONG,0
2025,5,MIA,CAR,1,-0.5388073166496596,-0.6818442173255109,0.63984662917308,0.5496952571603425,0.0,0.0,-0.1616421949948978,-1.0105629758678258,0.8928571428571428,-1.321690846498591,0.0,0.5529421751909012,CAR,CAR,1,0.5529421751909012,0.5529421751909012,False,55,LOW,1
2025,5,LV,IND,1,0.8784318589910693,2.029734606852813,0.2502154470066776,0.4745103774398557,0.0,0.0,0.2635295576973208,2.858903658393195,0.75,1.779519159846135,0.0,0.7127952099189441,IND,IND,1,0.7127952099189441,0.7127952099189441,False,71,STRONG,1
2025,5,NYG,NO,1,-0.0329377105817245,0.3683123960417048,-0.2994664805394609,0.3297647787552815,0.0,0.0,-0.0098813131745173,0.2053763662357446,0.75,0.6677788765811656,0.0,0.5782729904662017,NO,NO,1,0.5782729904662017,0.5782729904662017,False,58,LOW,1
2025,5,DAL,NYJ,0,0.1668614910460957,-0.8316146545848746,0.6411198195235464,0.5905673120234378,0.0,0.0,0.0500584473138287,-1.4928487955979033,0.6071428571428572,-1.472734474108421,0.0,0.5274749442058251,NYJ,DAL,0,0.5274749442058251,0.5274749442058251,False,53,PASS,0
2025,5,DEN,PHI,0,-0.2316120423843912,-0.1523103505859871,-0.5544640417007052,-0.2791790931664534,0.0,0.0,-0.0694836127153173,-0.3060191582925821,0.8928571428571428,0.402153691114718,0.0,0.4928332551448536,DEN,DEN,1,0.5071667448551463,0.5071667448551463,False,51,PASS,1
2025,5,TEN,ARI,0,0.5502685215400209,2.507040048035619,1.5991526067825963,0.6184740988941756,0.0,0.0,0.1650805564620062,2.812397479096223,1.1785714285714286,0.9078874412530225,0.0,0.7728207758267005,ARI,TEN,0,0.7728207758267005,0.7728207758267005,False,77,ELITE,0
2025,5,TB,SEA,0,0.6384172134339838,-0.7415025189497284,-0.0732683799896334,0.1887302926795214,0.0,0.0,0.1915251640301951,-0.2871605038321669,1.1785714285714286,-0.6682341389600951,0.0,0.5460962410770154,SEA,TB,0,0.5460962410770154,0.5460962410770154,False,55,PASS,0
2025,5,DET,CIN,0,-1.5555024559342616,-3.496296836141316,-1.1790287263659,-1.673741406778687,0.0,0.0,-0.4666507367802784,-4.427618906694466,0.6071428571428572,-2.3172681097754158,0.0,0.1693524659514641,DET,DET,1,0.8306475340485359,0.8306475340485359,False,83,ELITE,1
2025,5,WAS,LAC,0,0.1822756812487393,-0.6115338002783224,1.0550300525703078,0.1234471401582137,0.0,0.0,0.0546827043746218,-0.8518410708928876,0.75,-1.6665638528486304,0.0,0.5193401227850168,LAC,WAS,0,0.5193401227850168,0.5193401227850168,False,52,PASS,0
2025,5,NE,BUF,0,-0.1270456221405735,1.4152948500812048,0.4914164379788548,0.8040211969496996,0.0,0.0,-0.038113686642172,0.9849614123263596,0.75,0.92387841210235,0.0,0.6850286186417097,BUF,NE,0,0.6850286186417097,0.6850286186417097,False,69,STRONG,0
2025,5,KC,JAX,1,-0.4390202023751453,-0.8342470532955677,0.7559841883031417,0.3640825102315076,0.0,0.0,-0.1317060607125435,-0.754685816597281,0.75,-1.5902312415987097,0.0,0.5266540890968694,JAX,JAX,1,0.5266540890968694,0.5266540890968694,False,53,PASS,1
2025,6,PHI,NYG,1,-0.3344427199946267,-1.5808752081632025,-1.256950692579997,-0.2906938444365181,0.0,0.0,-0.100332815998388,-1.0145177863461448,0.75,-0.3239245155832053,0.0,0.3998026013903422,PHI,NYG,0,0.6001973986096578,0.6001973986096578,False,60,MEDIUM,0
2025,6,DEN,NYJ,0,-0.5419600730433483,-1.7258137264233482,-2.216402733259013,-0.140427385635759,0.0,0.0,-0.1625880219130044,-1.8764476073980847,0.75,0.4905890068356652,0.0,0.3773991641798574,DEN,DEN,1,0.6226008358201425,0.6226008358201425,False,62,MEDIUM,1
2025,6,LAR,BAL,0,-0.0028800948036638,-0.8629216301517634,-0.6499502104389097,-0.7213016097031433,0.0,0.0,-0.0008640284410991,-1.675511333019878,0.3214285714285714,-0.2129714197128537,0.0,0.3601778062180325,LAR,LAR,1,0.6398221937819675,0.6398221937819675,False,64,MEDIUM,1
2025,6,DAL,CAR,1,-0.777973784685551,-0.8303395014804665,0.610823125610205,0.3517943881618995,0.0,0.0,-0.2333921354056652,-1.7611015288273306,0.75,-1.4411626270906714,0.0,0.5017623324714066,CAR,CAR,1,0.5017623324714066,0.5017623324714066,False,50,PASS,1
2025,6,ARI,IND,1,0.9434267782500384,0.88932588456304,-0.0138530713918314,0.5215886763265309,0.0,0.0,0.2830280334750115,1.918603734204152,0.75,0.9031789559548714,0.0,0.6575122781302082,IND,IND,1,0.6575122781302082,0.6575122781302082,False,66,MEDIUM,1
2025,6,SEA,JAX,0,-1.670984290620564,-1.2520010193191111,-0.2862780358540476,-0.7199671477891528,0.0,0.0,-0.5012952871861691,-1.6012384427239783,0.6071428571428572,-0.9657229834650636,0.0,0.3586144347462462,SEA,SEA,1,0.6413855652537538,0.6413855652537538,False,64,MEDIUM,1
2025,6,LAC,MIA,0,0.4709439740740015,1.4533717287737953,-2.141782055341048,-0.8802291155947517,0.0,0.0,0.1412831922222004,2.036867363435236,0.75,3.595153784114843,0.0,0.5182108874265048,MIA,LAC,0,0.5182108874265048,0.5182108874265048,False,52,PASS,0
2025,6,NE,NO,0,-1.238147126902902,-1.5951299686450982,-0.0179566537596187,-0.2079663637147866,0.0,0.0,-0.3714441380708706,-2.2065073314325265,0.75,-1.5771733148854794,0.0,0.3963617680693548,NE,NE,1,0.6036382319306451,0.6036382319306451,False,60,MEDIUM,1
2025,6,CLE,PIT,1,1.336219336543388,1.982089967109359,-0.4069170624866354,0.4385560218291817,0.0,0.0,0.4008658009630164,2.3228494953051944,1.75,2.3890070295959944,0.0,0.7475162559821245,PIT,PIT,1,0.7475162559821245,0.7475162559821245,False,75,STRONG,1
2025,6,TEN,LV,1,0.0603386933414249,-0.0825535196691185,0.9383165326502928,0.28493784604949,0.0,0.0,0.0181016080024274,-0.1981665099713414,0.75,-1.0208700523194114,0.0,0.5665598390491551,LV,LV,1,0.5665598390491551,0.5665598390491551,False,57,LOW,1
2025,6,CIN,GB,1,1.5431144906083478,3.195635870410345,1.5961953364276251,1.4523118811396651,0.0,0.0,0.4629343471825043,4.484959978079399,1.75,1.599440533982719,0.0,0.8775872840595814,GB,GB,1,0.8775872840595814,0.8775872840595814,False,88,ELITE,1
2025,6,SF,TB,1,0.5091663663594677,1.1144408060284603,0.5843865829612849,0.0110979755911805,0.0,0.0,0.1527499099078403,0.8870361299301668,0.3214285714285714,0.5300542230671756,0.0,0.5796107867349167,TB,TB,1,0.5796107867349167,0.5796107867349167,False,58,LOW,1
2025,6,DET,KC,1,-1.5674654122023148,-1.3860480072883257,-0.596583802687319,-0.8245568417143928,0.0,0.0,-0.4702396236606944,-1.161595704322253,0.6071428571428572,-0.789464204601007,0.0,0.3485127477686781,DET,KC,0,0.651487252231322,0.651487252231322,False,65,MEDIUM,0
2025,6,BUF,ATL,1,-0.5178655320457333,-1.93795283310464,-0.3032985308122881,-0.6306606613563714,0.0,0.0,-0.1553596596137199,-1.8890903631545355,1.75,-1.6346543022923514,0.0,0.4138296503131869,BUF,ATL,0,0.5861703496868131,0.5861703496868131,False,59,LOW,0
2025,6,CHI,WAS,0,0.033846278022537,1.2812010865405246,-0.2439916633113109,1.26707273904627,0.0,0.0,0.0101538834067611,1.401081459036451,-0.25,1.5251927498518354,0.0,0.6597375693537315,WAS,CHI,0,0.6597375693537315,0.6597375693537315,False,66,MEDIUM,0
2025,7,PIT,CIN,1,-0.740476075475978,-1.434081471477587,-1.6931845989235603,-0.88741273248441,0.0,0.0,-0.2221428226427934,-2.927252773243846,0.75,0.2591031274459737,0.0,0.3104680143019303,PIT,CIN,0,0.6895319856980697,0.6895319856980697,False,69,STRONG,0
2025,7,LAR,JAX,0,-0.9844112088040072,-0.7832393678410643,-0.473454218086352,-0.8937616473051502,0.0,0.0,-0.2953233626412021,-0.4185257027433196,0.75,-0.3097851497547122,0.0,0.39315226548022,LAR,LAR,1,0.60684773451978,0.60684773451978,False,61,MEDIUM,1
